Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,School Name,School Number,School Region,School Code,School Phone Number,School Address,School City,School State,School Zip,School Not Found,School or Citywide Complaint,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Garage Lot Name,Ferry Direction,Ferry Terminal Name,Latitude,Longitude,Location
26554817,10/24/2013 01:12:00 PM,10/24/2013 01:12:00 PM,DSNY,A - Queens,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11368,33-32 110 STREET,110 STREET,NORTHERN BOULEVARD,34 AVENUE,,,ADDRESS,Corona,,N/A,Closed,,10/24/2013 01:12:00 PM,03 QUEENS,QUEENS,1023240,215238,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.75736911230678,-73.8592632679034,"(40.75736911230678, -73.8592632679034)"
26548871,10/24/2013 01:03:31 PM,,DOITT,Department of Information Technology and Telecommunications,Public Payphone Complaint,Illegal Activity by Phone,Street and Sidewalk,10018,206 WEST 37 STREET,WEST 37 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,11/23/2013 01:03:31 PM,,05 MANHATTAN,MANHATTAN,987077,213658,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.75311793146403,-73.98979643035231,"(40.75311793146403, -73.98979643035231)"
26547377,10/24/2013 01:00:00 PM,10/24/2013 02:20:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Street Light Feed,,,,,,,GRAND CONCOURSE,EAST/MOSHOLU PKWY S,INTERSECTION,,,N/A,Closed,,10/24/2013 02:20:00 PM,Unspecified BRONX,BRONX,,,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26551236,10/24/2013 12:51:26 PM,10/24/2013 03:26:35 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,40-46 CASE STREET,CASE STREET,ELMHURST AVENUE,WHITNEY AVENUE,,,ADDRESS,ELMHURST,,Precinct,Closed,10/24/2013 08:51:26 PM,10/24/2013 03:26:35 PM,04 QUEENS,QUEENS,1018713,211737,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.747778568188004,-73.87562166440782,"(40.747778568188004, -73.87562166440782)"
26550921,10/24/2013 12:44:05 PM,10/24/2013 02:19:30 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,159 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 08:44:05 PM,10/24/2013 02:19:30 PM,01 BROOKLYN,BROOKLYN,996528,206837,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.73438792086343,-73.95569712836989,"(40.73438792086343, -73.95569712836989)"
26554702,10/24/2013 12:39:43 PM,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Kitchen/Food Prep Area,Restaurant/Bar/Deli/Bakery,10306,355 NEW DORP LANE,NEW DORP LANE,CLAWSON STREET,HYLAN BOULEVARD,,,ADDRESS,STATEN ISLAND,,N/A,Assigned,12/23/2013 12:39:43 PM,10/24/2013 03:33:33 PM,02 STATEN ISLAND,STATEN ISLAND,953488,147326,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57099840818987,-74.11072745103219,"(40.57099840818987, -74.11072745103219)"
26554230,10/24/2013 12:36:38 PM,,DOB,Department of Buildings,Miscellaneous Categories,FDNY Referral - Pilot,,10025,250 WEST 104 STREET,WEST 104 STREET,BROADWAY,WEST END AVENUE,,,ADDRESS,NEW YORK,,N/A,Open,,,07 MANHATTAN,MANHATTAN,992856,230767,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.80007389489444,-73.96891621361763,"(40.80007389489444, -73.96891621361763)"
26547981,10/24/2013 12:34:11 PM,,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10312,1037 ANNADALE ROAD,ANNADALE ROAD,POILLON AVENUE,AMBOY ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Open,,,03 STATEN ISLAND,STATEN ISLAND,934163,134780,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.53647399865156,-74.18019450300808,"(40.53647399865156, -74.18019450300808)"
26547520,10/24/2013 12:29:00 PM,10/24/2013 02:05:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11362,55-15 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,NASSAU BOULEVARD,LONG ISLAND EXPRESSWAY,,,ADDRESS,Little Neck,,N/A,Closed,,10/24/2013 02:05:00 PM,11 QUEENS,QUEENS,1060566,218186,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.765217187858234,-73.7245000476391,"(40.765217187858234, -73.7245000476391)"
26547857,10/24/2013 12:24:36 PM,10/24/2013 03:37:15 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10032,130 AUDUBON AVENUE,AUDUBON AVENUE,WEST 171 STREET,WEST 172 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,10/24/2013 08:24:36 PM,10/24/2013 03:37:16 PM,12 MANHATTAN,MANHATTAN,1001750,246305,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.842708163812766,-73.93675169432969,"(40.842708163812766, -73.93675169432969)"
26551625,10/24/2013 12:19:32 PM,10/29/2013 12:04:26 PM,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10473,,,,,BRUCKNER BOULEVARD,COLGATE AVENUE,INTERSECTION,BRONX,,N/A,Closed,11/03/2013 12:19:32 PM,10/29/2013 12:04:26 PM,09 BRONX,BRONX,1017254,239181,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.82311051658743,-73.88075241313739,"(40.82311051658743, -73.88075241313739)"
26554767,10/24/2013 12:15:06 PM,10/24/2013 05:39:33 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,382 MACON STREET,MACON STREET,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 08:15:06 PM,10/24/2013 05:39:33 PM,03 BROOKLYN,BROOKLYN,1002047,187994,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.682658978418225,-73.93583265843928,"(40.682658978418225, -73.93583265843928)"
26551460,10/24/2013 12:09:39 PM,10/25/2013 12:43:02 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,156 GRATTAN STREET,GRATTAN STREET,PORTER AVENUE,VARICK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 08:09:39 PM,10/25/2013 12:43:03 AM,01 BROOKLYN,BROOKLYN,1004456,196641,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.70638780965913,-73.92712103930324,"(40.70638780965913, -73.92712103930324)"
26551515,10/24/2013 12:06:27 PM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,10306,2 CUBBERLY PLACE,CUBBERLY PLACE,OAKLEY PLACE,GRACE ROAD,,,ADDRESS,STATEN ISLAND,,N/A,Open,10/29/2013 12:06:27 PM,,03 STATEN ISLAND,STATEN ISLAND,950131,148486,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.57417009531506,-74.12281677149625,"(40.57417009531506, -74.12281677149625)"
26548322,10/24/2013 12:02:28 PM,10/25/2013 10:02:10 AM,DOT,Department of Transportation,Broken Muni Meter,No Receipt,Street,10016,400 3 AVENUE,3 AVENUE,EAST 28 STREET,EAST 29 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,11/14/2013 12:02:28 PM,10/25/2013 10:02:10 AM,06 MANHATTAN,MANHATTAN,989596,209679,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.742195412889814,-73.98070769684901,"(40.742195412889814, -73.98070769684901)"
26548508,10/24/2013 11:58:00 AM,,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10473,1470 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,COLGATE AVENUE,EVERGREEN AVENUE,,,ADDRESS,BRONX,,N/A,Assigned,,10/24/2013 12:40:00 PM,09 BRONX,BRONX,1017391,239202,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.82316764263004,-73.8802573118693,"(40.82316764263004, -73.8802573118693)"
26549349,10/24/2013 11:53:17 AM,10/24/2013 12:48:19 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10472,1100 ELDER AVENUE,ELDER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,10/24/2013 07:53:17 PM,10/24/2013 12:48:19 PM,09 BRONX,BRONX,1017832,240385,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.826412972800654,-73.8786580033598,"(40.826412972800654, -73.8786580033598)"
26551682,10/24/2013 11:49:43 AM,10/24/2013 04:06:55 PM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11211,182 SOUTH 3 STREET,SOUTH 3 STREET,DRIGGS AVENUE,ROEBLING STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 07:49:43 PM,10/24/2013 04:06:55 PM,01 BROOKLYN,BROOKLYN,995200,198596,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.71177011660441,-73.96050237586661,"(40.71177011660441, -73.96050237586661)"
26552243,10/24/2013 11:45:50 AM,10/25/2013 06:51:39 AM,DOF,Department of Finance,DOF Literature Request,SCRIE Renewal Application - Rent-Stabilized Apartments,,,,,,,,,,,,N/A,Closed,11/01/2013 06:48:52 AM,10/25/2013 06:51:39 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26550851,10/24/2013 11:42:00 AM,10/24/2013 01:00:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11211,,,,,NORTH 5 STREET,ROEBLING STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,10/24/2013 01:00:00 PM,01 BROOKLYN,BROOKLYN,996345,199826,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71514468169101,-73.95637004983907,"(40.71514468169101, -73.95637004983907)"
26549951,10/24/2013 11:38:15 AM,,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10467,855 EAST 217 STREET,EAST 217 STREET,BARNES AVENUE,BRONXWOOD AVENUE,,,ADDRESS,BRONX,,N/A,Open,,,12 BRONX,BRONX,1023196,260196,Unspecified,BRONX,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.88076617705628,-73.8591611769796,"(40.88076617705628, -73.8591611769796)"
26553593,10/24/2013 11:34:00 AM,10/24/2013 11:34:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11217,,,,,4 AVENUE,DEAN STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,10/23/2013 11:34:00 AM,02 BROOKLYN,BROOKLYN,990023,188159,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.683127874732996,-73.97918522009685,"(40.683127874732996, -73.97918522009685)"
26550515,10/24/2013 11:32:00 AM,10/24/2013 11:32:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11215,,,,,3 AVENUE,6 STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,10/23/2013 11:32:00 AM,06 BROOKLYN,BROOKLYN,987160,184567,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67327005156047,-73.98950943073379,"(40.67327005156047, -73.98950943073379)"
26549449,10/24/2013 11:27:00 AM,10/24/2013 11:27:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11213,,,,,ALBANY AVENUE,BERGEN STREET,INTERSECTION,BROOKLYN,,N/A,Closed,,10/23/2013 11:27:00 AM,08 BROOKLYN,BROOKLYN,1001214,185382,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.675491267401874,-73.93884262606406,"(40.675491267401874, -73.93884262606406)"
26550514,10/24/2013 11:24:00 AM,10/24/2013 11:24:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11220,,,,,64 STREET,4 AVENUE,INTERSECTION,BROOKLYN,,N/A,Closed,,10/23/2013 11:24:00 AM,07 BROOKLYN,BROOKLYN,978485,171930,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.638582856234,-74.02077206000561,"(40.638582856234, -74.02077206000561)"
26554624,10/24/2013 11:20:44 AM,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10314,72 CROWELL AVENUE,CROWELL AVENUE,SOUTH GREENLEAF AVENUE,WESTCOTT BOULEVARD,,,ADDRESS,STATEN ISLAND,,N/A,Open,11/23/2013 11:20:44 AM,,01 STATEN ISLAND,STATEN ISLAND,949286,163643,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.61576967345399,-74.12593691926256,"(40.61576967345399, -74.12593691926256)"
26547495,10/24/2013 11:19:00 AM,10/24/2013 01:00:00 PM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10310,732 CASTLETON AVENUE,CASTLETON AVENUE,BARD AVENUE,NORTH MADA AVENUE,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,10/24/2013 01:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,954556,170532,Unspecified,STATEN ISLAND,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.63469774869397,-74.10698521908635,"(40.63469774869397, -74.10698521908635)"
26555369,10/24/2013 11:15:02 AM,10/25/2013 11:17:06 AM,DOF,Department of Finance,DOF Literature Request,Property Tax Exemption Application for Owners - English,,,,,,,,,,,,N/A,Closed,10/25/2013 11:15:02 AM,10/24/2013 11:16:52 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26549914,10/24/2013 11:12:23 AM,,DOB,Department of Buildings,General Construction/Plumbing,Failure To Maintain,,10003,12 EAST 11 STREET,EAST 11 STREET,5 AVENUE,UNIVERSITY PLACE,,,ADDRESS,NEW YORK,,N/A,Open,,,02 MANHATTAN,MANHATTAN,985791,206608,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.73376776001098,-73.99443964107182,"(40.73376776001098, -73.99443964107182)"
26550653,10/24/2013 11:07:00 AM,10/24/2013 12:20:00 PM,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,10029,311 EAST 111 STREET,EAST 111 STREET,2 AVENUE,1 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,,10/24/2013 12:20:00 PM,11 MANHATTAN,MANHATTAN,1000987,228411,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.79359565611352,-73.9395539463653,"(40.79359565611352, -73.9395539463653)"
26550809,10/24/2013 11:03:00 AM,10/24/2013 12:35:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,1 AVE,118 ST E,INTERSECTION,,,N/A,Closed,,10/24/2013 12:35:00 PM,Unspecified MANHATTAN,MANHATTAN,,,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26553825,10/24/2013 11:00:00 AM,10/25/2013 08:30:00 AM,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11215,20 SHERMAN STREET,SHERMAN STREET,10 AVENUE,11 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,10/25/2013 08:30:00 AM,07 BROOKLYN,BROOKLYN,990289,178881,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.657661662913675,-73.97823445857682,"(40.657661662913675, -73.97823445857682)"
26547473,10/24/2013 10:57:00 AM,,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,10013,99 READE STREET,READE STREET,CHURCH STREET,WEST BROADWAY,,,ADDRESS,NEW YORK,,N/A,Started,,10/24/2013 01:00:00 PM,01 MANHATTAN,MANHATTAN,982011,200013,Unspecified,MANHATTAN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.71566593615336,-74.0080767439834,"(40.71566593615336, -74.0080767439834)"
26549101,10/24/2013 10:51:26 AM,10/24/2013 12:57:57 PM,NYPD,New York City Police Department,Derelict Vehicle,With License Plate,Street/Sidewalk,11212,SUTTER AVENUE,SUTTER AVENUE,STRAUSS STREET,HERZL STREET,,,BLOCKFACE,BROOKLYN,,Precinct,Closed,10/24/2013 06:51:26 PM,10/24/2013 12:57:57 PM,16 BROOKLYN,BROOKLYN,1007763,182075,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.666399324378276,-73.91524419764343,"(40.666399324378276, -73.91524419764343)"
26548216,10/24/2013 10:49:00 AM,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11373,,,,,BROADWAY,CORNISH AVENUE,INTERSECTION,Elmhurst,,N/A,Assigned,,10/23/2013 10:48:00 AM,04 QUEENS,QUEENS,1017506,209291,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.741069537922236,-73.87998986394108,"(40.741069537922236, -73.87998986394108)"
26547418,10/24/2013 10:46:13 AM,10/24/2013 11:47:01 AM,DOHMH,Department of Health and Mental Hygiene,Food Poisoning,1 or 2,Restaurant/Bar/Deli/Bakery,11378,56-56 61 STREET,61 STREET,56 DRIVE,MASPETH AVENUE,,,ADDRESS,MASPETH,,N/A,Closed,11/07/2013 10:46:13 AM,10/24/2013 11:47:01 AM,05 QUEENS,QUEENS,1010725,202904,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.72356170075645,-73.90448540726375,"(40.72356170075645, -73.90448540726375)"
26554720,10/24/2013 10:44:09 AM,,DPR,Department of Parks and Recreation,Dead Tree,Dead/Dying Tree,Street,11414,158-20 100 STREET,100 STREET,158 AVENUE,159 AVENUE,,,ADDRESS,HOWARD BEACH,,N/A,Open,10/29/2013 10:44:09 AM,,10 QUEENS,QUEENS,1030399,180245,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.661287336769185,-73.8336623349561,"(40.661287336769185, -73.8336623349561)"
26549965,10/24/2013 10:39:05 AM,10/25/2013 07:28:19 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11354,145-42 34 AVENUE,34 AVENUE,145 PLACE,146 STREET,,,ADDRESS,FLUSHING,,N/A,Closed,11/01/2013 10:39:05 AM,10/25/2013 07:28:20 AM,07 QUEENS,QUEENS,1033626,218818,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.76714337098657,-73.82174817818394,"(40.76714337098657, -73.82174817818394)"
26548204,10/24/2013 10:37:00 AM,10/24/2013 10:37:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11413,,,,,225 STREET,MERRICK BOULEVARD,INTERSECTION,Springfield Gardens,,N/A,Closed,,10/23/2013 10:37:00 AM,13 QUEENS,QUEENS,1055041,186244,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.67759045767429,-73.74478108306583,"(40.67759045767429, -73.74478108306583)"
26551408,10/24/2013 10:34:00 AM,10/23/2013 10:33:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11693,,,,,ROCKAWAY BEACH BOULEVARD,BEACH 81 STREET,INTERSECTION,Far Rockaway,,N/A,Pending,,10/23/2013 10:33:00 AM,14 QUEENS,QUEENS,1037776,153560,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.588001262328554,-73.80728464483336,"(40.588001262328554, -73.80728464483336)"
26548210,10/24/2013 10:32:00 AM,10/24/2013 10:32:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11694,,,,,BEACH 124 STREET,ROCKAWAY BEACH BOULEVARD,INTERSECTION,Rockaway Park,,N/A,Closed,,10/23/2013 10:32:00 AM,14 QUEENS,QUEENS,1027620,149743,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.57757988012436,-73.84387477991807,"(40.57757988012436, -73.84387477991807)"
26548866,10/24/2013 10:28:21 AM,,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11204,1885 55 STREET,55 STREET,18 AVENUE,19 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,12 BROOKLYN,BROOKLYN,989052,166573,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.62387959861377,-73.98270156837955,"(40.62387959861377, -73.98270156837955)"
26552935,10/24/2013 10:26:00 AM,10/24/2013 10:26:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,,,46 RD,46 RD,SEE COMMENTS FOR CROSS ST,SAME AS FIRST CROSS ST,,,BLOCKFACE,,,N/A,Closed,,10/23/2013 10:26:00 AM,Unspecified QUEENS,QUEENS,,,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,,,
26551395,10/24/2013 10:23:03 AM,10/24/2013 12:41:31 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,906 EAST 16 STREET,EAST 16 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,Precinct,Closed,10/24/2013 06:23:03 PM,10/24/2013 12:41:31 PM,14 BROOKLYN,BROOKLYN,995120,167790,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.627214640851946,-73.96084061791245,"(40.627214640851946, -73.96084061791245)"
26549431,10/24/2013 10:18:53 AM,10/25/2013 06:51:05 AM,DOF,Department of Finance,DOF Literature Request,SCRIE - Application for Seniors Not Enrolled - English,,,,,,,,,,,,N/A,Closed,11/01/2013 06:48:48 AM,10/25/2013 06:51:05 AM,0 Unspecified,Unspecified,,,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,,,
26547892,10/24/2013 10:16:22 AM,,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11232,149 47 STREET,47 STREET,1 AVENUE,2 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Open,,,07 BROOKLYN,BROOKLYN,979729,176620,Unspecified,BROOKLYN,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,,,,,,,,,,,,,40.651456617286634,-74.01629290616877,"(40.651456617286634, -74.01629290616877)"
26555335,10/24/2013 10:10:38 AM,10/25/2013 07:17:54 AM,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11358,32-28 171 STREET,171 STREET,32 AVENUE,33 AVENUE,,,ADDRESS,FLUSHING,,N/A,Closed,11/01/2013 10:10:38 AM,10/25/2013 07:17:54 AM,07 QUEENS,QUEENS,1041180,219110,Unspecified,QUEENS,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,N,,,,,,,,,,,,40.767899414494295,-73.79447517572946,"(40.767899414494295, -73.79447517572946)"
